"Story","Title","Result","Date","Stability","Duration (s)"
"Compra exitosa de productos desde la pagina web saucedemo","Se desea agregar diferentes productos al carrito para ser comprados de manera exitosa","SUCCESS","2020-02-16T15:54:27.002-05:00[America/Bogota]","0.0","38.23"
